Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD7486,Komal,Bakery,Cakes,Chennai,10/15/2017,South,7.32,0.19,1.39,Tamil Nadu
OD7487,Vinne,Oil & Masala,Spices,Virudhunagar,8/17/2015,South,11.93,0.12,4.17,Tamil Nadu
OD7488,James,Bakery,Breads & Buns,Salem,9/18/2018,South,9.93,0.3,3.87,Tamil Nadu
OD7489,James,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,09-09-2018,South,17.14,0.15,0.86,Tamil Nadu
OD7490,Roshan,"Eggs, Meat & Fish",Mutton,Karur,09-06-2016,South,5.56,0.19,1.22,Tamil Nadu
OD7491,Vince,"Eggs, Meat & Fish",Fish,Perambalur,7/25/2016,South,16.46,0.16,6.75,Tamil Nadu
OD7492,Shah,Snacks,Chocolates,Viluppuram,5/30/2017,South,15.49,0.12,3.1,Tamil Nadu
OD7493,Komal,Oil & Masala,Edible Oil & Ghee,Salem,8/21/2016,South,18.7,0.33,6.92,Tamil Nadu
OD7494,Haseena,Food Grains,Atta & Flour,Kanyakumari,3/21/2018,South,15.82,0.2,3.01,Tamil Nadu
OD7495,Ravi,Snacks,Noodles,Bodi,08-01-2015,South,16.05,0.11,1.61,Tamil Nadu
OD7496,Rumaiza,Fruits & Veggies,Fresh Fruits,Nagercoil,03-10-2018,South,14.87,0.35,3.72,Tamil Nadu
OD7497,Peer,Oil & Masala,Edible Oil & Ghee,Kanyakumari,12-11-2018,South,20.47,0.13,5.94,Tamil Nadu
OD7498,Amrish,Food Grains,Dals & Pulses,Ooty,11-08-2016,South,13.65,0.21,4.5,Tamil Nadu
OD7499,Hussain,Oil & Masala,Edible Oil & Ghee,Salem,9/25/2016,South,5.87,0.25,1.47,Tamil Nadu
OD7500,Veena,Beverages,Soft Drinks,Madurai,3/21/2015,South,23.6,0.34,1.89,Tamil Nadu
OD7501,Arutra,Snacks,Cookies,Ramanadhapuram,04-12-2017,South,9.88,0.15,2.17,Tamil Nadu
OD7502,Harish,Bakery,Cakes,Viluppuram,6/15/2018,South,11.07,0.32,2.66,Tamil Nadu
OD7503,Anu,Beverages,Health Drinks,Salem,3/24/2016,South,8.15,0.26,1.06,Tamil Nadu
OD7504,Amrish,"Eggs, Meat & Fish",Mutton,Salem,5/13/2018,South,21.57,0.26,6.26,Tamil Nadu
OD7505,Sudha,Oil & Masala,Edible Oil & Ghee,Ooty,09-07-2018,South,15.06,0.18,4.37,Tamil Nadu
OD7506,Sudeep,Fruits & Veggies,Organic Vegetables,Nagercoil,9/20/2015,South,20.91,0.14,9.2,Tamil Nadu
OD7507,Sudha,"Eggs, Meat & Fish",Mutton,Vellore,5/14/2017,South,22.75,0.35,5.0,Tamil Nadu
OD7508,Arutra,Fruits & Veggies,Organic Vegetables,Chennai,06-08-2016,South,14.62,0.29,4.09,Tamil Nadu
OD7509,Vince,"Eggs, Meat & Fish",Chicken,Perambalur,08-09-2016,South,8.02,0.25,0.88,Tamil Nadu
OD7510,Akash,Beverages,Soft Drinks,Tirunelveli,9/28/2018,South,14.32,0.16,3.44,Tamil Nadu
OD7511,Sheeba,Oil & Masala,Masalas,Kanyakumari,08-01-2015,South,7.48,0.33,0.67,Tamil Nadu
OD7512,James,Beverages,Soft Drinks,Kanyakumari,9/28/2015,South,15.47,0.22,5.26,Tamil Nadu
OD7513,Kumar,Snacks,Chocolates,Virudhunagar,10-09-2015,South,5.62,0.3,2.02,Tamil Nadu
OD7514,Shree,"Eggs, Meat & Fish",Eggs,Chennai,4/24/2018,South,17.2,0.21,3.27,Tamil Nadu
OD7515,Rumaiza,Fruits & Veggies,Fresh Fruits,Pudukottai,10-10-2017,South,12.41,0.14,2.98,Tamil Nadu
OD7516,Akash,Food Grains,Organic Staples,Dharmapuri,10/27/2018,South,20.75,0.33,5.39,Tamil Nadu
OD7517,Sudeep,Snacks,Noodles,Chennai,11-01-2015,South,7.12,0.28,2.71,Tamil Nadu
OD7518,Roshan,"Eggs, Meat & Fish",Eggs,Theni,07-05-2015,South,24.26,0.31,8.97,Tamil Nadu
OD7519,Sabeela,Oil & Masala,Masalas,Namakkal,9/22/2017,South,20.8,0.23,1.87,Tamil Nadu
OD7520,Surya,Fruits & Veggies,Fresh Vegetables,Ramanadhapuram,03-12-2016,South,15.72,0.14,4.4,Tamil Nadu
OD7521,Willams,Oil & Masala,Edible Oil & Ghee,Coimbatore,06-08-2016,South,14.44,0.33,1.44,Tamil Nadu
OD7522,Akash,Bakery,Breads & Buns,Virudhunagar,08-01-2015,South,24.29,0.26,9.72,Tamil Nadu
OD7523,James,Bakery,Breads & Buns,Cumbum,07-05-2016,South,17.29,0.22,7.09,Tamil Nadu
OD7524,Veronica,Food Grains,Dals & Pulses,Pudukottai,3/26/2016,South,7.01,0.2,1.26,Tamil Nadu
OD7525,Verma,Fruits & Veggies,Fresh Fruits,Ramanadhapuram,10/20/2018,South,11.54,0.28,1.73,Tamil Nadu
OD7526,Anu,Fruits & Veggies,Organic Vegetables,Viluppuram,04-12-2017,South,4.9,0.17,2.2,Tamil Nadu
OD7527,Arutra,Oil & Masala,Spices,Coimbatore,04-12-2017,South,6.67,0.15,0.33,Tamil Nadu
OD7528,Amy,Beverages,Health Drinks,Bodi,12/27/2016,South,14.65,0.33,4.25,Tamil Nadu
OD7529,Ram,Oil & Masala,Masalas,Coimbatore,05-01-2016,South,17.37,0.12,1.39,Tamil Nadu
OD7530,Ram,Beverages,Soft Drinks,Vellore,6/18/2016,South,7.41,0.12,3.26,Tamil Nadu
OD7531,Willams,Fruits & Veggies,Organic Vegetables,Tirunelveli,8/27/2017,South,6.71,0.31,2.42,Tamil Nadu
OD7532,Mathew,Food Grains,Atta & Flour,Ramanadhapuram,06-05-2018,South,23.18,0.23,5.33,Tamil Nadu
OD7533,Adavan,Bakery,Biscuits,Pudukottai,06-08-2016,South,11.54,0.26,0.58,Tamil Nadu
OD7534,Amrish,"Eggs, Meat & Fish",Eggs,Ooty,12-02-2018,South,20.82,0.22,7.29,Tamil Nadu
OD7535,Haseena,Bakery,Cakes,Cumbum,11-12-2016,South,17.17,0.31,6.87,Tamil Nadu
OD7536,Hafiz,Snacks,Chocolates,Madurai,11-01-2015,South,14.13,0.27,1.84,Tamil Nadu
OD7537,Shah,Bakery,Cakes,Chennai,09-06-2016,South,9.64,0.32,3.09,Tamil Nadu
OD7538,Vinne,Fruits & Veggies,Organic Vegetables,Virudhunagar,6/15/2018,South,10.95,0.3,0.66,Tamil Nadu
OD7539,Jonas,Oil & Masala,Spices,Cumbum,11/20/2017,South,17.11,0.25,4.79,Tamil Nadu
OD7540,Vince,Food Grains,Rice,Perambalur,4/29/2015,South,16.71,0.23,4.01,Tamil Nadu
OD7541,Surya,Oil & Masala,Masalas,Theni,05-01-2016,South,5.26,0.14,0.26,Tamil Nadu
OD7542,Malik,Oil & Masala,Edible Oil & Ghee,Bodi,6/26/2018,South,15.37,0.19,1.69,Tamil Nadu
OD7543,Surya,Snacks,Noodles,Tirunelveli,5/14/2017,South,12.09,0.27,5.08,Tamil Nadu
OD7544,Sudha,"Eggs, Meat & Fish",Fish,Tenkasi,11/24/2018,South,17.96,0.1,2.34,Tamil Nadu
OD7545,James,Beverages,Health Drinks,Viluppuram,06-08-2016,South,20.77,0.24,2.28,Tamil Nadu
OD7546,Vidya,Fruits & Veggies,Organic Vegetables,Karur,10/27/2018,South,15.92,0.33,3.18,Tamil Nadu
OD7547,Harish,Bakery,Breads & Buns,Viluppuram,6/15/2018,South,5.54,0.26,0.5,Tamil Nadu
OD7548,Roshan,Oil & Masala,Edible Oil & Ghee,Dharmapuri,12/18/2016,South,9.8,0.19,1.86,Tamil Nadu
OD7549,Jonas,Food Grains,Dals & Pulses,Bodi,12/18/2016,South,23.12,0.1,9.94,Tamil Nadu
OD7550,Malik,"Eggs, Meat & Fish",Eggs,Chennai,9/28/2015,South,15.26,0.28,5.8,Tamil Nadu
OD7551,Willams,Beverages,Health Drinks,Ooty,06-10-2018,South,12.15,0.34,4.37,Tamil Nadu
OD7552,Komal,"Eggs, Meat & Fish",Fish,Tenkasi,06-08-2016,South,24.42,0.13,1.22,Tamil Nadu
OD7553,Sharon,Snacks,Cookies,Salem,11-08-2016,South,8.43,0.23,2.28,Tamil Nadu
OD7554,Anu,Snacks,Cookies,Perambalur,11-01-2015,South,16.83,0.1,4.54,Tamil Nadu
OD7555,Shah,Oil & Masala,Masalas,Tenkasi,5/28/2017,South,17.62,0.35,1.23,Tamil Nadu
OD7556,Verma,Snacks,Cookies,Vellore,12/16/2015,South,21.95,0.25,3.29,Tamil Nadu
OD7557,Willams,"Eggs, Meat & Fish",Mutton,Trichy,3/31/2015,South,6.04,0.14,2.17,Tamil Nadu
OD7558,Mathew,"Eggs, Meat & Fish",Fish,Namakkal,9/25/2016,South,9.61,0.16,0.48,Tamil Nadu
OD7559,Muneer,Bakery,Biscuits,Cumbum,1/20/2015,South,19.34,0.32,7.73,Tamil Nadu
OD7560,Rumaiza,Bakery,Biscuits,Pudukottai,5/17/2017,South,15.17,0.19,4.25,Tamil Nadu
OD7561,Malik,Food Grains,Organic Staples,Kanyakumari,5/14/2017,South,14.23,0.34,4.84,Tamil Nadu
OD7562,Verma,Bakery,Cakes,Tirunelveli,11-12-2016,South,18.06,0.33,7.22,Tamil Nadu
OD7563,Ridhesh,Fruits & Veggies,Organic Vegetables,Coimbatore,06-08-2016,South,19.69,0.15,6.89,Tamil Nadu
OD7564,Esther,"Eggs, Meat & Fish",Chicken,Karur,9/25/2016,South,14.13,0.18,2.12,Tamil Nadu
OD7565,Verma,Snacks,Noodles,Virudhunagar,5/14/2017,South,10.97,0.27,0.77,Tamil Nadu
OD7566,Ridhesh,Bakery,Breads & Buns,Krishnagiri,11-12-2016,South,17.31,0.25,5.02,Tamil Nadu
OD7567,Amy,Beverages,Health Drinks,Kanyakumari,10/27/2018,South,22.87,0.26,7.78,Tamil Nadu
OD7568,Esther,Snacks,Cookies,Vellore,10-10-2017,South,20.75,0.23,2.9,Tamil Nadu
OD7569,Kumar,Snacks,Noodles,Nagercoil,12/29/2017,South,10.25,0.35,4.61,Tamil Nadu
OD7570,Ram,Fruits & Veggies,Fresh Vegetables,Ramanadhapuram,11/24/2018,South,24.03,0.29,3.36,Tamil Nadu
OD7571,Haseena,"Eggs, Meat & Fish",Eggs,Chennai,3/19/2017,South,21.9,0.32,4.6,Tamil Nadu
OD7572,Rumaiza,Food Grains,Organic Staples,Madurai,10/28/2017,South,9.99,0.13,4.29,Tamil Nadu
OD7573,Rumaiza,"Eggs, Meat & Fish",Mutton,Dharmapuri,03-10-2018,South,20.9,0.16,5.43,Tamil Nadu
OD7574,Anu,Food Grains,Rice,Tenkasi,12/29/2017,South,11.2,0.12,2.46,Tamil Nadu
OD7575,Hafiz,Oil & Masala,Spices,Ramanadhapuram,9/25/2016,South,5.68,0.28,2.33,Tamil Nadu
OD7576,Veronica,Food Grains,Atta & Flour,Krishnagiri,11-07-2016,South,6.78,0.35,2.31,Tamil Nadu
OD7577,Sudha,Bakery,Breads & Buns,Bodi,5/27/2018,South,16.16,0.32,7.27,Tamil Nadu
OD7578,Anu,Fruits & Veggies,Fresh Fruits,Krishnagiri,04-06-2018,South,10.29,0.23,4.32,Tamil Nadu
OD7579,Amrish,Food Grains,Organic Staples,Kanyakumari,5/17/2017,South,9.39,0.18,3.38,Tamil Nadu
OD7580,Esther,Food Grains,Organic Staples,Nagercoil,07-01-2015,South,16.51,0.32,6.94,Tamil Nadu
OD7581,Aditi,Snacks,Chocolates,Ooty,11/28/2017,South,16.16,0.29,5.17,Tamil Nadu
OD7582,Krithika,Oil & Masala,Spices,Virudhunagar,11-08-2016,South,23.71,0.3,3.56,Tamil Nadu
OD7583,Haseena,Beverages,Health Drinks,Cumbum,5/14/2017,South,23.17,0.23,2.32,Tamil Nadu
OD7584,Shah,Bakery,Cakes,Namakkal,3/28/2018,South,5.39,0.24,0.65,Tamil Nadu
OD7585,Arutra,Fruits & Veggies,Fresh Fruits,Dharmapuri,11-07-2016,South,6.97,0.25,1.95,Tamil Nadu
OD7586,Yusuf,Oil & Masala,Edible Oil & Ghee,Nagercoil,11/30/2015,South,19.35,0.13,3.29,Tamil Nadu
OD7587,Veronica,Bakery,Biscuits,Karur,05-12-2018,West,14.28,0.1,1.29,Tamil Nadu
OD7588,Harish,Oil & Masala,Spices,Theni,3/14/2015,West,8.68,0.16,1.74,Tamil Nadu
OD7589,Ramesh,"Eggs, Meat & Fish",Mutton,Cumbum,11-04-2015,West,14.79,0.26,3.7,Tamil Nadu
OD7590,Shah,Oil & Masala,Masalas,Salem,01-12-2018,West,11.03,0.26,0.66,Tamil Nadu
OD7591,Shah,Snacks,Cookies,Vellore,7/21/2017,West,21.76,0.33,6.74,Tamil Nadu
OD7592,James,Oil & Masala,Masalas,Ramanadhapuram,04-06-2015,West,15.25,0.23,1.68,Tamil Nadu
OD7593,Krithika,Bakery,Cakes,Tenkasi,1/23/2018,West,11.1,0.32,2.22,Tamil Nadu
OD7594,Ramesh,Food Grains,Organic Staples,Salem,12/23/2017,West,16.25,0.11,2.11,Tamil Nadu
OD7595,Amy,Fruits & Veggies,Organic Vegetables,Namakkal,12/24/2015,West,5.42,0.31,1.08,Tamil Nadu
OD7596,Malik,Fruits & Veggies,Organic Fruits,Ooty,12-08-2018,West,19.05,0.1,8.38,Tamil Nadu
OD7597,Yusuf,Food Grains,Atta & Flour,Namakkal,7/28/2018,West,20.34,0.24,8.14,Tamil Nadu
OD7598,Roshan,Food Grains,Atta & Flour,Ooty,8/21/2016,West,15.0,0.13,3.3,Tamil Nadu
OD7599,Adavan,Fruits & Veggies,Fresh Vegetables,Dindigul,12/17/2018,West,7.07,0.34,0.64,Tamil Nadu
OD7600,Arvind,Beverages,Health Drinks,Chennai,11/26/2015,West,16.8,0.29,7.56,Tamil Nadu
OD7601,Mathew,Oil & Masala,Spices,Karur,12/26/2017,West,9.74,0.21,1.17,Tamil Nadu
OD7602,Jackson,Oil & Masala,Spices,Coimbatore,4/13/2016,West,6.89,0.24,0.69,Tamil Nadu
OD7603,Verma,Bakery,Biscuits,Ooty,2/14/2015,West,13.64,0.12,4.23,Tamil Nadu
OD7604,Arutra,Bakery,Breads & Buns,Tirunelveli,04-12-2015,West,10.53,0.12,2.0,Tamil Nadu
OD7605,Sabeela,Food Grains,Atta & Flour,Tenkasi,4/30/2018,West,6.04,0.25,0.3,Tamil Nadu
OD7606,Vinne,Snacks,Cookies,Chennai,9/19/2018,West,19.27,0.18,8.28,Tamil Nadu
OD7607,Haseena,Beverages,Health Drinks,Chennai,9/18/2016,West,9.5,0.23,1.71,Tamil Nadu
OD7608,Sabeela,Fruits & Veggies,Organic Fruits,Tirunelveli,8/22/2017,West,18.86,0.31,2.45,Tamil Nadu
OD7609,Amy,Food Grains,Atta & Flour,Pudukottai,12-08-2017,West,7.42,0.34,1.11,Tamil Nadu
OD7610,Peer,Oil & Masala,Edible Oil & Ghee,Pudukottai,09-03-2018,West,20.59,0.34,4.74,Tamil Nadu
OD7611,Amy,Beverages,Health Drinks,Nagercoil,12/31/2017,West,8.46,0.23,1.18,Tamil Nadu
OD7612,Aditi,Bakery,Biscuits,Trichy,10/15/2018,West,24.29,0.11,3.64,Tamil Nadu
OD7613,Roshan,Beverages,Health Drinks,Ramanadhapuram,12/23/2017,West,11.15,0.25,2.9,Tamil Nadu
OD7614,Roshan,"Eggs, Meat & Fish",Eggs,Bodi,3/25/2018,West,14.52,0.13,2.32,Tamil Nadu
OD7615,Vidya,Beverages,Health Drinks,Pudukottai,8/17/2018,West,18.82,0.32,5.64,Tamil Nadu
OD7616,Ganesh,Beverages,Soft Drinks,Pudukottai,4/25/2016,West,8.25,0.19,0.58,Tamil Nadu
OD7617,Jonas,Oil & Masala,Spices,Dharmapuri,04-03-2015,West,13.88,0.17,4.72,Tamil Nadu
OD7618,Komal,Snacks,Chocolates,Pudukottai,12/23/2017,West,7.31,0.3,1.83,Tamil Nadu
OD7619,Sudha,Snacks,Chocolates,Salem,11/16/2015,West,7.35,0.24,3.09,Tamil Nadu
OD7620,Arvind,Food Grains,Rice,Bodi,10/26/2016,West,9.11,0.27,0.82,Tamil Nadu
OD7621,Sundar,Oil & Masala,Edible Oil & Ghee,Vellore,9/25/2016,West,23.94,0.26,1.2,Tamil Nadu
OD7622,Mathew,Oil & Masala,Spices,Virudhunagar,04-10-2017,West,15.49,0.35,6.35,Tamil Nadu
OD7623,Haseena,Fruits & Veggies,Fresh Fruits,Chennai,8/17/2018,West,21.92,0.14,4.17,Tamil Nadu
OD7624,Sundar,Beverages,Soft Drinks,Ooty,3/14/2015,West,19.78,0.2,5.54,Tamil Nadu
OD7625,Haseena,Fruits & Veggies,Fresh Fruits,Chennai,5/13/2015,West,20.2,0.15,3.43,Tamil Nadu
OD7626,Hafiz,Bakery,Breads & Buns,Bodi,5/18/2016,West,13.65,0.25,5.6,Tamil Nadu
OD7627,Veronica,Fruits & Veggies,Fresh Fruits,Virudhunagar,3/19/2016,West,9.65,0.21,4.05,Tamil Nadu
OD7628,Haseena,Bakery,Breads & Buns,Chennai,8/21/2017,West,8.82,0.15,3.26,Tamil Nadu
OD7629,Ridhesh,Snacks,Chocolates,Tirunelveli,06-03-2018,West,16.24,0.1,2.6,Tamil Nadu
OD7630,Vidya,Bakery,Breads & Buns,Karur,06-12-2017,West,14.46,0.35,5.21,Tamil Nadu
OD7631,Rumaiza,Oil & Masala,Masalas,Ooty,9/20/2015,West,9.2,0.32,2.12,Tamil Nadu
OD7632,Verma,"Eggs, Meat & Fish",Chicken,Trichy,9/26/2017,West,6.01,0.3,0.6,Tamil Nadu
OD7633,Jonas,Oil & Masala,Spices,Ramanadhapuram,11/21/2015,West,8.24,0.18,1.81,Tamil Nadu
OD7634,Veena,"Eggs, Meat & Fish",Chicken,Dindigul,9/20/2017,West,6.41,0.26,1.28,Tamil Nadu
OD7635,Surya,Bakery,Cakes,Salem,12/23/2017,West,19.08,0.11,7.25,Tamil Nadu
OD7636,Jonas,Oil & Masala,Masalas,Salem,11-09-2018,West,12.08,0.25,1.21,Tamil Nadu
OD7637,Sabeela,Snacks,Chocolates,Virudhunagar,12/25/2018,West,5.88,0.15,0.82,Tamil Nadu
OD7638,Kumar,Food Grains,Dals & Pulses,Salem,3/16/2018,West,20.76,0.15,2.28,Tamil Nadu
OD7639,Mathew,"Eggs, Meat & Fish",Mutton,Nagercoil,12-08-2016,West,17.48,0.32,6.29,Tamil Nadu
OD7640,Willams,"Eggs, Meat & Fish",Eggs,Tirunelveli,8/15/2016,West,4.92,0.34,1.18,Tamil Nadu
OD7641,Jackson,Beverages,Soft Drinks,Coimbatore,02-04-2017,West,11.23,0.13,3.03,Tamil Nadu
OD7642,Ganesh,Fruits & Veggies,Fresh Vegetables,Coimbatore,10-08-2018,West,19.39,0.21,1.94,Tamil Nadu
OD7643,Sharon,Fruits & Veggies,Organic Vegetables,Tirunelveli,12/27/2016,West,24.38,0.27,3.9,Tamil Nadu
OD7644,Amy,Beverages,Health Drinks,Tenkasi,12/23/2017,West,16.41,0.31,7.22,Tamil Nadu
OD7645,Amy,"Eggs, Meat & Fish",Chicken,Tenkasi,11/24/2015,West,23.51,0.23,8.23,Tamil Nadu
OD7646,Sheeba,Beverages,Soft Drinks,Virudhunagar,12/26/2017,West,22.21,0.35,6.44,Tamil Nadu
OD7647,Shah,"Eggs, Meat & Fish",Fish,Pudukottai,9/18/2016,West,12.72,0.1,2.8,Tamil Nadu
OD7648,James,Bakery,Biscuits,Pudukottai,05-12-2018,West,16.87,0.31,1.35,Tamil Nadu
OD7649,Arutra,Bakery,Biscuits,Tenkasi,2/14/2015,West,17.73,0.32,2.48,Tamil Nadu
OD7650,Ram,Fruits & Veggies,Organic Fruits,Namakkal,3/16/2018,West,4.94,0.34,0.49,Tamil Nadu
OD7651,Vinne,"Eggs, Meat & Fish",Fish,Pudukottai,9/28/2016,West,19.64,0.15,7.46,Tamil Nadu
OD7652,Arutra,Oil & Masala,Masalas,Karur,12-02-2017,West,15.76,0.22,7.09,Tamil Nadu
OD7653,Ravi,Food Grains,Organic Staples,Cumbum,1/24/2018,West,17.23,0.25,3.96,Tamil Nadu
OD7654,Muneer,Snacks,Chocolates,Pudukottai,12/26/2017,West,17.3,0.22,3.81,Tamil Nadu
OD7655,Hussain,Bakery,Breads & Buns,Pudukottai,9/19/2018,West,18.61,0.16,4.84,Tamil Nadu
OD7656,Mathew,"Eggs, Meat & Fish",Mutton,Karur,6/13/2015,West,6.61,0.2,2.84,Tamil Nadu
OD7657,Arutra,Beverages,Health Drinks,Viluppuram,10/31/2015,West,23.51,0.24,5.64,Tamil Nadu
OD7658,Arvind,"Eggs, Meat & Fish",Chicken,Trichy,4/26/2016,West,12.51,0.18,4.13,Tamil Nadu
OD7659,Sudha,Beverages,Health Drinks,Theni,4/30/2016,West,14.81,0.23,3.55,Tamil Nadu
OD7660,Arutra,Snacks,Chocolates,Krishnagiri,12/22/2018,West,7.87,0.19,2.36,Tamil Nadu
OD7661,Sharon,Fruits & Veggies,Fresh Fruits,Nagercoil,02-06-2016,West,17.74,0.25,2.13,Tamil Nadu
OD7662,Suresh,Oil & Masala,Spices,Pudukottai,12/23/2017,West,10.7,0.27,4.07,Tamil Nadu
OD7663,Krithika,Oil & Masala,Spices,Virudhunagar,5/27/2018,West,19.84,0.18,4.76,Tamil Nadu
OD7664,Shree,Snacks,Noodles,Trichy,10/31/2015,West,17.18,0.28,3.09,Tamil Nadu
OD7665,Komal,Beverages,Health Drinks,Madurai,2/18/2016,West,7.13,0.12,2.5,Tamil Nadu
OD7666,Aditi,Fruits & Veggies,Organic Fruits,Karur,07-11-2018,West,12.26,0.24,2.45,Tamil Nadu
OD7667,Ram,Fruits & Veggies,Fresh Vegetables,Karur,3/30/2015,West,13.87,0.26,3.88,Tamil Nadu
OD7668,Vinne,Snacks,Chocolates,Krishnagiri,11/26/2015,West,15.32,0.14,4.14,Tamil Nadu
OD7669,Alan,Beverages,Health Drinks,Tenkasi,04-06-2015,West,17.65,0.33,7.06,Tamil Nadu
OD7670,Mathew,Snacks,Cookies,Theni,05-04-2018,West,18.52,0.29,7.04,Tamil Nadu
OD7671,Malik,Snacks,Cookies,Chennai,9/22/2018,West,15.41,0.32,2.62,Tamil Nadu
OD7672,Amy,Food Grains,Dals & Pulses,Coimbatore,8/22/2017,West,19.35,0.14,1.93,Tamil Nadu
OD7673,Harish,Food Grains,Atta & Flour,Madurai,06-02-2017,West,16.46,0.17,3.29,Tamil Nadu
OD7674,Sudha,Food Grains,Dals & Pulses,Tirunelveli,8/17/2018,West,9.85,0.26,1.28,Tamil Nadu
OD7675,Veronica,Bakery,Cakes,Nagercoil,09-09-2018,West,21.34,0.26,9.18,Tamil Nadu
OD7676,Ramesh,Fruits & Veggies,Organic Vegetables,Theni,03-12-2018,West,19.22,0.13,1.92,Tamil Nadu
OD7677,Willams,Bakery,Biscuits,Kanyakumari,09-03-2016,West,21.94,0.32,6.14,Tamil Nadu
OD7678,Anu,Oil & Masala,Edible Oil & Ghee,Bodi,12/22/2018,West,8.7,0.1,3.92,Tamil Nadu
OD7679,Kumar,Bakery,Cakes,Kanyakumari,3/30/2015,West,23.44,0.3,7.74,Tamil Nadu
OD7680,Hussain,Food Grains,Organic Staples,Ramanadhapuram,3/31/2018,West,21.33,0.12,1.92,Tamil Nadu
OD7681,Krithika,Bakery,Biscuits,Pudukottai,9/28/2016,West,17.51,0.2,4.73,Tamil Nadu
OD7682,Malik,"Eggs, Meat & Fish",Fish,Ramanadhapuram,8/20/2018,West,20.05,0.15,9.02,Tamil Nadu
OD7683,Shah,"Eggs, Meat & Fish",Mutton,Perambalur,10-05-2018,West,22.4,0.29,4.26,Tamil Nadu
OD7684,Peer,Bakery,Breads & Buns,Namakkal,9/24/2016,West,6.81,0.14,1.23,Tamil Nadu
OD7685,Shree,Fruits & Veggies,Organic Vegetables,Salem,10/27/2017,West,19.03,0.24,1.9,Tamil Nadu
OD7686,Krithika,Oil & Masala,Edible Oil & Ghee,Karur,9/16/2017,West,19.27,0.19,4.05,Tamil Nadu
OD7687,Ganesh,Fruits & Veggies,Fresh Vegetables,Ramanadhapuram,11/19/2016,West,14.9,0.17,5.51,Tamil Nadu
OD7688,Komal,"Eggs, Meat & Fish",Fish,Ooty,9/20/2017,West,11.05,0.25,4.09,Tamil Nadu
OD7689,Shah,"Eggs, Meat & Fish",Mutton,Krishnagiri,11/21/2018,West,5.65,0.31,0.45,Tamil Nadu
OD7690,Arvind,Fruits & Veggies,Fresh Fruits,Karur,10/29/2016,West,8.48,0.27,2.46,Tamil Nadu
OD7691,Jonas,Beverages,Soft Drinks,Tirunelveli,4/30/2018,West,5.76,0.23,0.98,Tamil Nadu
OD7692,Sabeela,Snacks,Chocolates,Cumbum,12-05-2016,West,15.76,0.35,1.58,Tamil Nadu
OD7693,Muneer,Snacks,Noodles,Dharmapuri,5/30/2018,West,18.86,0.3,6.98,Tamil Nadu
OD7694,Sudeep,Beverages,Soft Drinks,Kanyakumari,8/25/2015,West,5.46,0.17,2.35,Tamil Nadu
OD7695,Mathew,Oil & Masala,Spices,Tirunelveli,05-09-2017,West,12.92,0.34,0.9,Tamil Nadu
OD7696,Vince,Snacks,Cookies,Madurai,02-01-2017,West,12.85,0.16,1.28,Tamil Nadu
OD7697,Shah,Food Grains,Dals & Pulses,Theni,3/23/2016,West,14.29,0.34,6.29,Tamil Nadu
OD7698,Veronica,Oil & Masala,Masalas,Dindigul,3/22/2016,West,7.35,0.21,1.25,Tamil Nadu
OD7699,Amy,Snacks,Cookies,Dharmapuri,12-08-2018,West,12.18,0.28,0.97,Tamil Nadu
OD7700,Adavan,"Eggs, Meat & Fish",Fish,Chennai,12/29/2015,West,18.94,0.2,5.11,Tamil Nadu
OD7701,Sharon,Bakery,Cakes,Dindigul,12-10-2015,West,18.83,0.21,2.07,Tamil Nadu
OD7702,Malik,"Eggs, Meat & Fish",Chicken,Virudhunagar,12-10-2015,West,5.49,0.25,1.65,Tamil Nadu
OD7703,Veronica,Bakery,Biscuits,Dindigul,1/23/2018,West,17.33,0.28,5.89,Tamil Nadu
OD7704,Akash,Bakery,Breads & Buns,Ooty,11/24/2015,West,17.5,0.17,4.9,Tamil Nadu
OD7705,Alan,Bakery,Biscuits,Dindigul,12/17/2018,West,15.77,0.35,4.26,Tamil Nadu
OD7706,Surya,Beverages,Health Drinks,Dharmapuri,09-04-2018,West,9.82,0.17,1.37,Tamil Nadu
OD7707,Harish,Food Grains,Organic Staples,Namakkal,8/25/2015,West,17.91,0.12,7.34,Tamil Nadu
OD7708,Ravi,Bakery,Breads & Buns,Bodi,10/31/2015,West,9.02,0.16,2.98,Tamil Nadu
OD7709,Vince,Oil & Masala,Edible Oil & Ghee,Bodi,12/23/2017,West,5.82,0.34,2.39,Tamil Nadu
OD7710,Yusuf,Bakery,Biscuits,Tirunelveli,12-01-2018,West,15.51,0.1,0.78,Tamil Nadu
OD7711,Kumar,Snacks,Cookies,Kanyakumari,07-11-2018,West,22.84,0.17,1.83,Tamil Nadu
OD7712,Sheeba,"Eggs, Meat & Fish",Chicken,Pudukottai,02-05-2018,West,15.92,0.2,1.27,Tamil Nadu
OD7713,Arutra,Beverages,Health Drinks,Salem,3/18/2018,West,9.65,0.3,2.03,Tamil Nadu
OD7714,Hafiz,Fruits & Veggies,Organic Fruits,Virudhunagar,12-02-2018,West,6.47,0.2,1.42,Tamil Nadu
OD7715,Akash,Food Grains,Rice,Dharmapuri,7/26/2016,West,20.55,0.21,7.19,Tamil Nadu
